,행정구역,학원이름,주소,상세주소,위도,경도,분야명
139,동대문구,이곳이수학의메카다매쓰메카학원,서울특별시 동대문구 장한로28가길 45,", 2층 (장안동,희헌빌딩)",37.5763332,127.0728807,종합(대)
140,동대문구,와이즈바둑교습소,서울특별시 동대문구 사가정로 148,SK아파트 주상가311-1호 (전농동),37.5701008,127.0489781,기타(대)
141,동대문구,엄친학원,서울특별시 동대문구 장한로18길 36,4층 (장안동),37.5672493,127.0717396,입시.검정 및 보습
142,동대문구,어썸팩토리장안휘경플레이스독서실,서울특별시 동대문구 사가정로25길 41,", 3층 일부 (장안동)",37.5808337,127.07060727956215,독서실
143,동대문구,비법학원,서울특별시 동대문구 전농로 133,", 3층 (전농동)",37.5836734,127.0533383,입시.검정 및 보습
144,동대문구,동대문정상어학원,서울특별시 동대문구 한천로 193,", 5층 일부 (장안동, 동서울농협 장안동지점)",37.5702311,127.0642937,국제화
145,동대문구,대한논리학원,서울특별시 동대문구 사가정로 136,3층(전농동),37.5701008,127.0489781,입시.검정 및 보습
146,동대문구,예뜰미술교습소,서울특별시 동대문구 장안벚꽃로 167,", 주상가 2층, 202호, 203호 (장안동,래미안장안2차아파트)",37.57299485,127.07495916113669,예능(대)
147,동대문구,EST영어학원,서울특별시 동대문구 신이문로 19-1,2층 (이문동),37.6032489,127.0651265,입시.검정 및 보습
148,동대문구,신화전기학원,서울특별시 동대문구 망우로21길 52,", 2층일부,3층일부 (휘경동)",37.5904116,127.0600273486805,직업기술
149,동대문구,전농GnB영어학원,서울특별시 동대문구 사가정로 148,", 주상가동 404호?405호 (전농동, 전농 SK아파트)",37.5701008,127.0489781,입시.검정 및 보습
150,동대문구,웨이(Way)실용음악학원,서울특별시 동대문구 안암로 68,", 2층 (용두동)",37.5825384,127.0293181,기예(대)
151,동대문구,베리트실용음악학원,서울특별시 동대문구 전농로 37,",  2층 (답십리동)",37.5836734,127.0533383,예능(대)
152,동대문구,뮤즈인실용음악학원,서울특별시 동대문구 망우로 118,3층 (휘경동),37.59105425,127.06631935,예능(대)
153,동대문구,글빛학원,서울특별시 동대문구 사가정로25길 22-4,", 2층 (장안동)",37.5796679,127.0710047,입시.검정 및 보습
154,동대문구,유레카학원,서울특별시 동대문구 장한로32길 13,3층 (장안동),37.5754525,127.0734666,입시.검정 및 보습
155,동대문구,정상수학학원,서울특별시 동대문구 답십리로 311,2층 (장안동),37.5765595,127.0465065,입시.검정 및 보습
156,동대문구,옳음에듀2관학원,서울특별시 동대문구 왕산로 68,", 4층 일부 (용두동)",37.5774132,127.0295723,입시.검정 및 보습
157,동대문구,통원서당학원,서울특별시 동대문구 천호대로 15-3,1층 (신설동),37.5620882,127.0611565,국제화
158,동대문구,베리타스학원,서울특별시 동대문구 한천로46길 70-2,2층 (장안동),37.5811042,127.0713708,입시.검정 및 보습
159,동대문구,이데아학원,서울특별시 동대문구 이문로 69,", 3층 (이문동)",37.5951782,127.0593706,입시.검정 및 보습
160,동대문구,레몬트리미술학원,서울특별시 동대문구 답십리로72길 114,", 2층 (장안동)",37.5688334,127.0729248,예능(대)
161,동대문구,탑퍼스트학원,서울특별시 동대문구 답십리로 133,", 3층 (답십리동)",37.5765595,127.0465065,입시.검정 및 보습
162,동대문구,G21학원,서울특별시 동대문구 고산자로31길 25,", 3층 (용두동)",37.5767178,127.0375069,입시.검정 및 보습
163,동대문구,2관폴리어학원,서울특별시 동대문구 장안벚꽃로1길 7,"힐스테이트상가201,202,203호 (장안동)",37.5758365,127.07624819537963,국제화
164,동대문구,동부음악학원,서울특별시 동대문구 왕산로 272-1,"3,4층 (전농동)",37.5774132,127.0295723,기예(대)
